1996-12-10,Order Canceled/Margin/Rejected
1996-12-10,Close, 1269999.94
1996-12-11,Close, 819999.96
1996-12-12,Close, 1359999.94
1996-12-13,Close, 599999.97
1996-12-16,Close, 669999.97
1996-12-17,Close, 639999.97
1996-12-18,Close, 849999.96
1996-12-19,Close, 1589999.93
1996-12-20,Close, 639999.97
1996-12-23,Close, 579999.97
1996-12-23,BUY CREATE, 579999.97
1996-12-24,Order Canceled/Margin/Rejected
1996-12-24,Close, 549999.98
1996-12-24,BUY CREATE, 549999.98
1996-12-31,Order Canceled/Margin/Rejected
1996-12-31,Close, 639999.97
1997-01-01,Close, 869999.96
1997-01-02,Close, 879999.96
1997-01-03,Close, 719999.97
1997-01-06,Close, 919999.96
1997-01-07,Close, 1239999.94
1997-01-08,Close, 1429999.94
1997-01-09,Close, 1809999.92
1997-01-10,Close, 1489999.93
1997-01-13,Close, 1049999.95
1997-01-13,BUY CREATE, 1049999.95
1997-01-14,Order Canceled/Margin/Rejected
1997-01-14,Close, 1939999.91
1997-01-15,Close, 3259999.85
1997-01-16,Close, 4469999.80
1997-01-17,Close, 2069999.91
1997-01-20,Close, 799999.96
1997-01-20,BUY CREATE, 799999.96
1997-01-21,Order Canceled/Margin/Rejected
1997-01-21,Close, 2759999.88
1997-01-22,Close, 4079999.82
1997-01-24,Close, 5829999.74
1997-01-27,Close, 1209999.95
1997-01-28,Close, 1169999.95
1997-01-28,BUY CREATE, 1169999.95
1997-01-29,Order Canceled/Margin/Rejected
1997-01-29,Close, 1429999.94
1997-01-30,Close, 1709999.92
1997-01-31,Close, 2099999.91
1997-02-03,Close, 1099999.95
1997-02-04,Close, 1489999.93
1997-02-05,Close, 489999.98
1997-02-06,Close, 1249999.94
1997-02-07,Close, 679999.97
1997-02-10,Close, 399999.98
1997-02-10,BUY CREATE, 399999.98
1997-02-11,Order Canceled/Margin/Rejected
1997-02-11,Close, 719999.97
1997-02-12,Close, 589999.97
1997-02-13,Close, 1769999.92
1997-02-14,Close, 3219999.86
1997-02-17,Close, 939999.96
1997-02-18,Close, 1769999.92
1997-02-19,Close, 1059999.95
1997-02-20,Close, 749999.97
1997-02-20,BUY CREATE, 749999.97
1997-02-21,Order Canceled/Margin/Rejected
1997-02-21,Close, 1619999.93
1997-02-24,Close, 2499999.89
1997-02-25,Close, 7339999.67
1997-02-26,Close, 4219999.81
1997-02-27,Close, 6799999.70
1997-02-28,Close, 13989999.37
1997-03-01,Close, 18499999.17
1997-03-03,Close, 8179999.63
1997-03-04,Close, 7159999.68
1997-03-04,BUY CREATE, 7159999.68
1997-03-05,Order Canceled/Margin/Rejected
1997-03-05,Close, 5249999.77
1997-03-05,BUY CREATE, 5249999.77
1997-03-06,Order Canceled/Margin/Rejected
1997-03-06,Close, 4029999.82
1997-03-06,BUY CREATE, 4029999.82
1997-03-10,Order Canceled/Margin/Rejected
1997-03-10,Close, 4549999.80
1997-03-11,Close, 6769999.70
1997-03-12,Close, 4029999.82
1997-03-13,Close, 1749999.92
1997-03-13,BUY CREATE, 1749999.92
1997-03-14,Order Canceled/Margin/Rejected
1997-03-14,Close, 1009999.95
1997-03-14,BUY CREATE, 1009999.95
1997-03-17,Order Canceled/Margin/Rejected
1997-03-17,Close, 6699999.70
1997-03-18,Close, 3409999.85
1997-03-19,Close, 2589999.88
1997-03-19,BUY CREATE, 2589999.88
1997-03-20,Order Canceled/Margin/Rejected
1997-03-20,Close, 1159999.95
1997-03-20,BUY CREATE, 1159999.95
1997-03-21,Order Canceled/Margin/Rejected
1997-03-21,Close, 939999.96
